,random,reward,progress,loss
57,0.5,-959.1669597362003,0,0.16876976191997528
58,0.5,1041.5881235005645,0,0.20387423038482666
59,0.5,-960.8555178995298,0,0.16783353686332703
60,0.5,1043.6288074850174,0,0.19916526973247528
61,0.5,1043.4750000000001,0,0.1975218951702118
62,0.5,1044.1330402637998,0,0.19639456272125244
63,0.5,-964.6064040982471,0,0.163047656416893
64,0.5,-962.1118764994355,0,0.16152125597000122
65,0.5,-957.4944821004701,0,0.15886308252811432
66,0.5,-956.5381235005644,0,0.15868669748306274
67,0.5,-962.075,0,0.15993177890777588
68,0.5,-964.9618764994356,0,0.16136926412582397
69,0.5,-960.8564040982471,0,0.1599230319261551
70,0.5,1043.2330402638001,0,0.1874581277370453
71,0.5,1044.0944821004698,0,0.18758265674114227
72,0.5,-967.3381235005646,0,0.16023804247379303
73,0.5,-973.5169597362003,0,0.1619069129228592
74,0.5,-977.25551789953,0,0.16258801519870758
75,0.5,1042.3330402638,0,0.18748462200164795
76,0.5,1042.3830402638,0,0.1885528266429901
77,0.5,1042.4330402637997,0,0.18850702047348022
78,0.5,-962.4118764994356,0,0.15736769139766693
79,0.5,1045.0381235005648,0,0.19235730171203613
80,0.5,1042.9288074850174,0,0.18936914205551147
81,0.5,-959.4169597362002,0,0.15284687280654907
82,0.5,1043.6711925149827,0,0.18796789646148682
83,0.5,1044.5169597362003,0,0.19092926383018494
84,0.5,-960.2211925149826,0,0.15059447288513184
85,0.5,1041.7830402638,0,0.18873994052410126
86,0.5,1043.875,0,0.18911723792552948
87,0.5,-960.3055178995301,0,0.149225115776062
88,0.5,-962.8064040982472,0,0.15051348507404327
89,0.5,-959.1669597362003,0,0.14707067608833313
90,0.5,-960.2564040982472,0,0.14762350916862488
91,0.5,1041.9435959017528,0,0.19045361876487732
92,0.5,-961.9669597362002,0,0.14955094456672668
93,0.5,1043.5211925149829,0,0.1890273094177246
94,0.5,1042.1830402638002,0,0.1859474629163742
95,0.5,-958.4564040982472,0,0.14637620747089386
96,0.5,1044.7788074850175,0,0.18706616759300232
97,0.5,1042.2330402638,0,0.1856483668088913
98,0.5,-961.5564040982472,0,0.15138569474220276
99,0.5,-960.8564040982471,0,0.14904867112636566
100,0.49666666666666665,-963.2564040982472,0,0.15286123752593994
101,0.49666666666666665,-964.7555178995299,0,0.1499485969543457
102,0.49666666666666665,-960.8118764994357,0,0.15143083035945892
103,0.49666666666666665,1044.1711925149827,0,0.18283310532569885
104,0.49666666666666665,-963.9564040982472,0,0.15252169966697693
105,0.49666666666666665,-960.65551789953,0,0.15299424529075623
106,0.49666666666666665,1043.8711925149826,0,0.18301591277122498
107,0.49666666666666665,1041.8788074850174,0,0.18153586983680725
108,0.49666666666666665,1044.5211925149827,0,0.18211448192596436
109,0.49666666666666665,-960.7564040982471,0,0.15394502878189087
110,0.49666666666666665,1041.8788074850174,0,0.18055221438407898
111,0.49666666666666665,-961.00551789953,0,0.15460439026355743
112,0.49666666666666665,1043.4330402638,0,0.18033841252326965
113,0.49666666666666665,-959.825,0,0.1544402539730072
114,0.49666666666666665,1044.4881235005644,0,0.18089285492897034
115,0.49666666666666665,-963.1064040982471,0,0.15533678233623505
116,0.49666666666666665,-961.4055178995299,0,0.15478305518627167
117,0.49666666666666665,1042.7881235005643,0,0.18015573918819427
118,0.49666666666666665,-969.4444821004702,0,0.15756700932979584
119,0.49666666666666665,-958.8169597362003,0,0.15396320819854736
120,0.49666666666666665,1041.3830402638,0,0.17980842292308807
121,0.49666666666666665,1042.9750000000001,0,0.1805822253227234
122,0.49666666666666665,-961.6618764994357,0,0.15437951683998108
123,0.49666666666666665,-963.25551789953,0,0.15475861728191376
124,0.49666666666666665,-959.7618764994356,0,0.15375810861587524
125,0.49666666666666665,1044.4288074850174,0,0.1815778911113739
126,0.49666666666666665,1043.1211925149828,0,0.18135201930999756
127,0.49666666666666665,1043.2288074850173,0,0.18111813068389893
128,0.49666666666666665,-959.8669597362001,0,0.1535283625125885
129,0.49666666666666665,1044.175,0,0.18163135647773743
130,0.49666666666666665,1043.4250000000002,0,0.181805819272995
131,0.49666666666666665,1044.5788074850175,0,0.18243758380413055
132,0.49666666666666665,-960.9555178995299,0,0.15300852060317993
133,0.49666666666666665,1043.2381235005644,0,0.1829877495765686
134,0.49666666666666665,1042.0288074850175,0,0.18243947625160217
135,0.49666666666666665,1043.2288074850176,0,0.18295162916183472
136,0.49666666666666665,1043.7788074850173,0,0.18265311419963837
137,0.49666666666666665,1044.3618764994355,0,0.18666604161262512
138,0.49666666666666665,1042.8250000000003,0,0.1842404305934906
139,0.49666666666666665,-962.7064040982472,0,0.15145058929920197
140,0.49666666666666665,-959.6564040982472,0,0.14849123358726501
141,0.49666666666666665,-961.35551789953,0,0.15066269040107727
142,0.49666666666666665,-960.9618764994356,0,0.1499222368001938
143,0.49666666666666665,-959.3118764994356,0,0.150469571352005
144,0.49666666666666665,-958.3711925149827,0,0.14762799441814423
145,0.49666666666666665,-960.9618764994357,0,0.15011166036128998
146,0.49666666666666665,-962.4618764994357,0,0.1500098705291748
147,0.49666666666666665,1042.8788074850172,0,0.18528233468532562
148,0.49666666666666665,-960.70551789953,0,0.15134906768798828
149,0.49666666666666665,-963.1564040982472,0,0.15127724409103394
150,0.49666666666666665,-962.40551789953,0,0.15190675854682922
151,0.49666666666666665,-958.5669597362003,0,0.15100513398647308
152,0.49666666666666665,-965.3555178995299,0,0.15246257185935974
153,0.49666666666666665,-959.6211925149828,0,0.15143030881881714
154,0.49666666666666665,1043.9830402638,0,0.1825127899646759
155,0.49666666666666665,-960.75551789953,0,0.15363866090774536
156,0.49666666666666665,1042.2881235005646,0,0.1811385154724121
157,0.49666666666666665,1042.325,0,0.1805962771177292
158,0.49666666666666665,1044.5669597362005,0,0.18155066668987274
159,0.49666666666666665,-964.4064040982472,0,0.15608638525009155
160,0.49666666666666665,1044.1881235005644,0,0.18103352189064026
161,0.49666666666666665,-961.9750000000001,0,0.15540355443954468
162,0.49666666666666665,-965.6118764994357,0,0.15683896839618683
163,0.49666666666666665,-966.8944821004701,0,0.15718477964401245
164,0.49666666666666665,1044.3330402637998,0,0.18201451003551483
165,0.49666666666666665,1041.2330402638,0,0.18112604320049286
166,0.49666666666666665,1042.7330402638,0,0.18287327885627747
167,0.49666666666666665,-959.9064040982472,0,0.15269029140472412
168,0.49666666666666665,1043.4788074850176,0,0.18421898782253265
169,0.49666666666666665,-957.9288074850174,0,0.1498957872390747
170,0.49666666666666665,-959.9118764994357,0,0.15261265635490417
171,0.49666666666666665,1042.8830402637998,0,0.18522489070892334
172,0.49666666666666665,-960.7555178995299,0,0.15208344161510468
173,0.49666666666666665,-961.8064040982472,0,0.152391716837883
174,0.49666666666666665,-961.65551789953,0,0.15211331844329834
175,0.49666666666666665,-964.7064040982472,0,0.15512682497501373
176,0.49666666666666665,-962.1555178995301,0,0.15304480493068695
177,0.49666666666666665,-960.8118764994357,0,0.15372347831726074
178,0.49666666666666665,1042.8288074850173,0,0.18374374508857727
179,0.49666666666666665,-959.7055178995299,0,0.15440186858177185
180,0.49666666666666665,-961.8555178995299,0,0.1560911238193512
181,0.49666666666666665,-975.15551789953,0,0.1607278436422348
182,0.49666666666666665,-968.8944821004701,0,0.15928003191947937
183,0.49666666666666665,-962.6211925149826,0,0.1580154299736023
184,0.49666666666666665,-958.7330402637998,0,0.1571427285671234
185,0.49666666666666665,1042.5381235005643,0,0.1844578981399536
186,0.49666666666666665,1042.9250000000002,0,0.1855393648147583
187,0.49666666666666665,1041.3330402638,0,0.18531745672225952
188,0.49666666666666665,-962.6118764994357,0,0.15946248173713684
189,0.49666666666666665,-963.2555178995299,0,0.15925000607967377
190,0.49666666666666665,1041.8935959017529,0,0.18714700639247894
191,0.49666666666666665,-961.6618764994357,0,0.1589929759502411
192,0.49666666666666665,1043.425,0,0.1871144026517868
193,0.49666666666666665,1043.3788074850174,0,0.18645033240318298
194,0.49666666666666665,-959.5169597362002,0,0.15818877518177032
195,0.49666666666666665,-980.2064040982472,0,0.1648542433977127
196,0.49666666666666665,-978.0118764994356,0,0.16456010937690735
197,0.49666666666666665,-960.6118764994355,0,0.15868884325027466
198,0.49666666666666665,-963.3118764994356,0,0.15946565568447113
199,0.49666666666666665,1042.1830402638,0,0.1861383318901062
200,0.49333333333333335,-957.0330402637999,0,0.15822860598564148
201,0.49333333333333335,1045.9555178995302,0,0.1876983493566513
202,0.49333333333333335,-958.8381235005645,0,0.157927006483078
203,0.49333333333333335,-955.3944821004702,0,0.1575838327407837
204,0.49333333333333335,1043.175,0,0.1880640983581543
205,0.49333333333333335,-959.9064040982472,0,0.15825095772743225
206,0.49333333333333335,1044.1881235005644,0,0.18973219394683838
207,0.49333333333333335,-960.7118764994356,0,0.15871882438659668
208,0.49333333333333335,-959.9118764994357,0,0.15861067175865173
209,0.49333333333333335,-961.9064040982472,0,0.15915773808956146
210,0.49333333333333335,1042.9330402638,0,0.18821236491203308
211,0.49333333333333335,-962.20551789953,0,0.1599997878074646
212,0.49333333333333335,-961.0618764994356,0,0.15990397334098816
213,0.49333333333333335,-969.8788074850174,0,0.16315129399299622
214,0.49333333333333335,-968.54448210047,0,0.16303236782550812
215,0.49333333333333335,-963.0169597362002,0,0.16133420169353485
216,0.49333333333333335,1045.5564040982472,0,0.18911002576351166
217,0.49333333333333335,-963.225,0,0.16155575215816498
218,0.49333333333333335,-962.325,0,0.16178789734840393
219,0.49333333333333335,-961.6669597362002,0,0.1623271405696869
220,0.49333333333333335,-962.8064040982472,0,0.1633884459733963
221,0.49333333333333335,-961.5564040982472,0,0.16363821923732758
222,0.49333333333333335,-976.2118764994356,0,0.16846996545791626
223,0.49333333333333335,-958.8211925149827,0,0.16370230913162231
224,0.49333333333333335,-962.1064040982471,0,0.16600796580314636
225,0.49333333333333335,-977.7564040982472,0,0.17090851068496704
226,0.49333333333333335,-978.3618764994358,0,0.17305442690849304
227,0.49333333333333335,1041.875,0,0.1955122947692871
228,0.49333333333333335,-961.2669597362001,0,0.16874712705612183
229,0.49333333333333335,1042.54448210047,0,0.19754540920257568
230,0.49333333333333335,-961.1169597362001,0,0.16956183314323425
231,0.49333333333333335,-965.9555178995299,0,0.1716126799583435
232,0.49333333333333335,-965.625,0,0.17089590430259705
233,0.49333333333333335,-957.3381235005644,0,0.16998261213302612
234,0.49333333333333335,1042.0749999999998,0,0.20007970929145813
235,0.49333333333333335,-961.2669597362002,0,0.17166545987129211
236,0.49333333333333335,1043.725,0,0.20157501101493835
237,0.49333333333333335,-966.2564040982472,0,0.17348410189151764
238,0.49333333333333335,1043.4444821004702,0,0.2018018215894699
239,0.49333333333333335,-959.1064040982471,0,0.17083780467510223
240,0.49333333333333335,-962.3064040982472,0,0.17218108475208282
241,0.49333333333333335,-979.9055178995299,0,0.17780618369579315
242,0.49333333333333335,-980.50551789953,0,0.17794090509414673
243,0.49333333333333335,-963.1564040982472,0,0.1729738861322403
244,0.49333333333333335,-966.4555178995299,0,0.17419211566448212
245,0.49333333333333335,1045.7064040982473,0,0.20119692385196686
246,0.49333333333333335,-962.3711925149828,0,0.1730046272277832
247,0.49333333333333335,-965.1055178995299,0,0.17393748462200165
248,0.49333333333333335,1045.8564040982471,0,0.20140966773033142
249,0.49333333333333335,-960.0749999999999,0,0.17275695502758026
250,0.49333333333333335,-979.8555178995299,0,0.1789732426404953
251,0.49333333333333335,-975.2618764994356,0,0.1775006502866745
252,0.49333333333333335,-962.1618764994356,0,0.17333845794200897
253,0.49333333333333335,-960.1118764994357,0,0.17323815822601318
254,0.49333333333333335,1042.2288074850178,0,0.20162801444530487
255,0.49333333333333335,1042.8830402638,0,0.20203730463981628
256,0.49333333333333335,-963.35551789953,0,0.17409871518611908
257,0.49333333333333335,-962.8055178995301,0,0.1737426519393921
258,0.49333333333333335,-958.9169597362002,0,0.17275020480155945
259,0.49333333333333335,-957.1881235005645,0,0.17209333181381226
260,0.49333333333333335,-966.0435959017528,0,0.17488135397434235
261,0.49333333333333335,-967.1944821004702,0,0.17554883658885956
262,0.49333333333333335,-966.9564040982472,0,0.17564757168293
263,0.49333333333333335,-961.5749999999999,0,0.17453370988368988
264,0.49333333333333335,-970.0064040982471,0,0.17831619083881378
265,0.49333333333333335,1041.9250000000002,0,0.20353707671165466
266,0.49333333333333335,1044.075,0,0.20506930351257324
267,0.49333333333333335,1044.5788074850175,0,0.2056070864200592
268,0.49333333333333335,-962.4564040982472,0,0.17477227747440338
269,0.49333333333333335,1044.3711925149828,0,0.20579788088798523
270,0.49333333333333335,1043.5288074850175,0,0.20348086953163147
271,0.49333333333333335,1044.3211925149826,0,0.2035406082868576
272,0.49333333333333335,1043.5169597362003,0,0.20169727504253387
273,0.49333333333333335,-962.4618764994357,0,0.16858772933483124
274,0.49333333333333335,-963.1055178995299,0,0.1690252274274826
275,0.49333333333333335,-979.25551789953,0,0.17292486131191254
276,0.49333333333333335,-965.1935959017528,0,0.16655391454696655
277,0.49333333333333335,1041.2881235005648,0,0.19391927123069763
278,0.49333333333333335,-963.1555178995301,0,0.16437476873397827
279,0.49333333333333335,-963.8064040982472,0,0.16498471796512604
280,0.49333333333333335,-958.0711925149827,0,0.1617182195186615
281,0.49333333333333335,1042.375,0,0.19248738884925842
282,0.49333333333333335,1044.3288074850175,0,0.19205644726753235
283,0.49333333333333335,1041.5750000000003,0,0.1904507279396057
284,0.49333333333333335,1042.3211925149826,0,0.189652681350708
285,0.49333333333333335,1041.7830402637999,0,0.18807333707809448
286,0.49333333333333335,-958.8211925149827,0,0.15979017317295074
287,0.49333333333333335,1043.5330402637999,0,0.1865081787109375
288,0.49333333333333335,-969.3564040982471,0,0.16200831532478333
289,0.49333333333333335,-961.2169597362001,0,0.15877597033977509
290,0.49333333333333335,-963.6064040982471,0,0.15928761661052704
291,0.49333333333333335,-976.2169597362002,0,0.1629560887813568
292,0.49333333333333335,-965.25551789953,0,0.15939565002918243
293,0.49333333333333335,-968.2881235005644,0,0.16035199165344238
294,0.49333333333333335,1043.5288074850175,0,0.18431222438812256
295,0.49333333333333335,-963.7064040982472,0,0.15842674672603607
296,0.49333333333333335,-963.5064040982472,0,0.15821847319602966
297,0.49333333333333335,1042.8381235005647,0,0.18502426147460938
298,0.49333333333333335,1043.575,0,0.18517032265663147
299,0.49333333333333335,-958.8669597362002,0,0.15669986605644226
300,0.49,-962.8564040982471,0,0.15790270268917084
301,0.49,-960.4555178995299,0,0.15731194615364075
302,0.49,-960.2788074850173,0,0.15708640217781067
303,0.49,-963.4288074850174,0,0.1578354686498642
304,0.49,-959.2788074850173,0,0.15763722360134125
305,0.49,-963.4564040982472,0,0.15944519639015198
306,0.49,-968.9381235005644,0,0.1613955795764923
307,0.49,-973.825,0,0.16356022655963898
308,0.49,-960.1118764994358,0,0.1592942476272583
309,0.49,-961.6555178995299,0,0.16065236926078796
310,0.49,-959.0169597362002,0,0.1601918488740921
311,0.49,-962.8064040982472,0,0.1626615673303604
312,0.49,1043.0169597362005,0,0.18950575590133667
313,0.49,-975.0618764994356,0,0.16802740097045898
314,0.49,-961.2711925149827,0,0.1642090380191803
315,0.49,-976.1055178995299,0,0.16979455947875977
316,0.49,-967.60551789953,0,0.16796690225601196
317,0.49,-973.475,0,0.1710014045238495
318,0.49,1043.6288074850174,0,0.1951228380203247
319,0.49,-962.0618764994356,0,0.16792190074920654
320,0.49,1042.9788074850173,0,0.19731085002422333
321,0.49,-959.2169597362002,0,0.16830876469612122
322,0.49,-962.8064040982472,0,0.1696229875087738
323,0.49,1043.975,0,0.19904951751232147
324,0.49,1042.2830402637999,0,0.19797872006893158
325,0.49,-959.2064040982472,0,0.16853617131710052
326,0.49,-959.1669597362003,0,0.1691039651632309
327,0.49,1046.7064040982473,0,0.1987098753452301
328,0.49,-965.0669597362001,0,0.16892150044441223
329,0.49,-965.2618764994356,0,0.1687406301498413
330,0.49,-967.85551789953,0,0.16947774589061737
331,0.49,-964.2211925149827,0,0.1695394366979599
332,0.49,-972.6711925149826,0,0.17224466800689697
333,0.49,-963.3435959017529,0,0.16932375729084015
334,0.49,-976.7618764994356,0,0.1745423972606659
335,0.49,1042.8669597362004,0,0.1978282332420349
336,0.49,1041.4288074850174,0,0.19805972278118134
337,0.49,1043.025,0,0.19918292760849
338,0.49,1041.9288074850176,0,0.1986827850341797
339,0.49,1043.79448210047,0,0.20053762197494507
340,0.49,-959.4169597362003,0,0.16571536660194397
341,0.49,1043.421192514983,0,0.19842217862606049
342,0.49,-962.4118764994356,0,0.16329529881477356
343,0.49,-963.9564040982472,0,0.16317161917686462
344,0.49,-964.9064040982472,0,0.1637561321258545
345,0.49,-962.40551789953,0,0.16353988647460938
346,0.49,1043.2250000000001,0,0.1936577558517456
347,0.49,1042.3330402637998,0,0.19199267029762268
348,0.49,-963.2064040982472,0,0.1629040241241455
349,0.49,-961.4564040982472,0,0.1622428297996521
350,0.49,-971.6288074850173,0,0.1650104820728302
351,0.49,-969.6288074850172,0,0.16416196525096893
352,0.49,-972.7211925149827,0,0.165604829788208
353,0.49,-964.4211925149826,0,0.16315007209777832
354,0.49,-958.3288074850174,0,0.16143248975276947
355,0.49,-958.60551789953,0,0.1616782248020172
356,0.49,1044.7788074850178,0,0.19097208976745605
357,0.49,1043.9830402638,0,0.19123628735542297
358,0.49,-962.5064040982471,0,0.16302907466888428
359,0.49,-961.75551789953,0,0.16297830641269684
360,0.49,-961.5055178995299,0,0.16308683156967163
361,0.49,1043.6788074850174,0,0.1904764026403427
362,0.49,1042.3381235005645,0,0.1895735263824463
363,0.49,-957.9830402637999,0,0.16217096149921417
364,0.49,-969.7881235005644,0,0.16579213738441467
365,0.49,-981.0564040982472,0,0.16956877708435059
366,0.49,-965.7064040982472,0,0.16428060829639435
367,0.49,1041.7830402637999,0,0.18991026282310486
368,0.49,-959.25551789953,0,0.1621142476797104
369,0.49,-959.7118764994357,0,0.16259799897670746
370,0.49,-958.1381235005645,0,0.16203558444976807
371,0.49,1045.1169597362002,0,0.19192230701446533
372,0.49,-963.55551789953,0,0.1637890487909317
373,0.49,-960.3669597362001,0,0.16315053403377533
374,0.49,-961.9711925149827,0,0.1640927493572235
375,0.49,-969.0064040982471,0,0.16674178838729858
376,0.49,-958.9711925149827,0,0.1639489084482193
377,0.49,1042.7211925149827,0,0.19195310771465302
378,0.49,-975.5618764994356,0,0.16957253217697144
379,0.49,-965.8444821004701,0,0.16679124534130096
380,0.49,-964.3564040982471,0,0.16730348765850067
381,0.49,1044.0669597362003,0,0.19467931985855103
382,0.49,-960.6169597362002,0,0.166600301861763
383,0.49,1042.1788074850174,0,0.19391974806785583
384,0.49,-980.5055178995301,0,0.17313401401042938
385,0.49,-959.8564040982471,0,0.1666875034570694
386,0.49,1044.411876499436,0,0.19451987743377686
387,0.49,-956.0381235005644,0,0.16542948782444
388,0.49,-964.1669597362002,0,0.16806256771087646
389,0.49,1042.6288074850177,0,0.19362452626228333
390,0.49,-960.9118764994356,0,0.16669833660125732
391,0.49,-968.0444821004702,0,0.16894559562206268
392,0.49,-958.5618764994356,0,0.16563746333122253
393,0.49,1043.3288074850175,0,0.194616436958313
394,0.49,-962.7064040982472,0,0.1672968566417694
395,0.49,-978.65551789953,0,0.1720905303955078
396,0.49,-971.2250000000001,0,0.1699744462966919
397,0.49,-958.7618764994356,0,0.1663532704114914
398,0.49,-959.2169597362002,0,0.16687262058258057
399,0.49,1043.9750000000001,0,0.1955988109111786
400,0.4866666666666667,-962.8211925149826,0,0.16871671378612518
401,0.4866666666666667,-963.3169597362003,0,0.16916513442993164
402,0.4866666666666667,1043.7669597362,0,0.19608426094055176
403,0.4866666666666667,1041.7711925149829,0,0.19547508656978607
404,0.4866666666666667,1041.8330402638,0,0.1950734555721283
405,0.4866666666666667,-960.90551789953,0,0.16730497777462006
406,0.4866666666666667,-975.1211925149827,0,0.1712356060743332
407,0.4866666666666667,-958.9669597362001,0,0.16593463718891144
408,0.4866666666666667,-969.0444821004701,0,0.16916470229625702
409,0.4866666666666667,-962.8564040982471,0,0.16710487008094788
410,0.4866666666666667,-963.0564040982472,0,0.1674923151731491
411,0.4866666666666667,-962.7564040982471,0,0.16782253980636597
412,0.4866666666666667,-961.875,0,0.16776058077812195
413,0.4866666666666667,-975.4169597362003,0,0.17230045795440674
414,0.4866666666666667,-964.7169597362002,0,0.16923855245113373
415,0.4866666666666667,-964.2669597362002,0,0.17005819082260132
416,0.4866666666666667,-971.7250000000001,0,0.17296211421489716
417,0.4866666666666667,-979.0564040982472,0,0.17644552886486053
418,0.4866666666666667,1042.8381235005647,0,0.19916439056396484
419,0.4866666666666667,1044.2711925149829,0,0.20079390704631805
420,0.4866666666666667,-959.0669597362003,0,0.17058098316192627
421,0.4866666666666667,-964.00551789953,0,0.17155954241752625
422,0.4866666666666667,-960.15551789953,0,0.17150506377220154
423,0.4866666666666667,-960.0211925149828,0,0.17112135887145996
424,0.4866666666666667,-960.10551789953,0,0.17235951125621796
425,0.4866666666666667,1044.2788074850175,0,0.20141200721263885
426,0.4866666666666667,-963.925,0,0.17392699420452118
427,0.4866666666666667,-963.6711925149826,0,0.17412732541561127
428,0.4866666666666667,-965.5618764994356,0,0.17552658915519714
429,0.4866666666666667,-967.2881235005644,0,0.17646226286888123
430,0.4866666666666667,-977.80551789953,0,0.18020735681056976
431,0.4866666666666667,-962.2618764994356,0,0.17576360702514648
432,0.4866666666666667,1042.3750000000002,0,0.20437514781951904
433,0.4866666666666667,1043.6288074850177,0,0.20508413016796112
434,0.4866666666666667,1043.2330402637997,0,0.20541462302207947
435,0.4866666666666667,-963.5618764994357,0,0.17482221126556396
436,0.4866666666666667,-959.1711925149827,0,0.17348162829875946
437,0.4866666666666667,-961.7169597362002,0,0.17380093038082123
438,0.4866666666666667,-960.90551789953,0,0.17360007762908936
439,0.4866666666666667,1044.3881235005645,0,0.20317316055297852
440,0.4866666666666667,-970.4881235005645,0,0.17728817462921143
441,0.4866666666666667,-972.8788074850173,0,0.17782610654830933
442,0.4866666666666667,1044.9564040982473,0,0.20192895829677582
443,0.4866666666666667,-965.8555178995299,0,0.17368265986442566
444,0.4866666666666667,-964.1211925149827,0,0.1724129617214203
445,0.4866666666666667,-958.0330402637999,0,0.17097941040992737
446,0.4866666666666667,-958.0881235005644,0,0.1706427037715912
447,0.4866666666666667,-960.9118764994357,0,0.17259608209133148
448,0.4866666666666667,1044.0881235005645,0,0.20212256908416748
449,0.4866666666666667,-960.40551789953,0,0.17225772142410278
450,0.4866666666666667,1043.525,0,0.20138058066368103
451,0.4866666666666667,1041.9330402638,0,0.2001202404499054
452,0.4866666666666667,-962.6064040982471,0,0.17104104161262512
453,0.4866666666666667,-969.4881235005644,0,0.17243850231170654
454,0.4866666666666667,-978.9118764994356,0,0.17543348670005798
455,0.4866666666666667,1042.9788074850176,0,0.19976964592933655
456,0.4866666666666667,-960.40551789953,0,0.16864892840385437
457,0.4866666666666667,-964.50551789953,0,0.17086049914360046
458,0.4866666666666667,1042.6881235005646,0,0.1988993138074875
459,0.4866666666666667,1043.1830402638,0,0.19773344695568085
460,0.4866666666666667,-961.0711925149827,0,0.16781215369701385
461,0.4866666666666667,-961.4064040982472,0,0.16760727763175964
462,0.4866666666666667,-978.3618764994355,0,0.17293155193328857
463,0.4866666666666667,-966.2881235005646,0,0.16882207989692688
464,0.4866666666666667,-957.7330402637998,0,0.1657126545906067
465,0.4866666666666667,-961.0250000000001,0,0.16655108332633972
466,0.4866666666666667,-963.0250000000001,0,0.16732947528362274
467,0.4866666666666667,-963.10551789953,0,0.16813716292381287
468,0.4866666666666667,1042.575,0,0.19530847668647766
469,0.4866666666666667,-964.3564040982471,0,0.1686152219772339
470,0.4866666666666667,1044.2711925149829,0,0.1963106095790863
471,0.4866666666666667,-958.9169597362002,0,0.16703274846076965
472,0.4866666666666667,-959.25551789953,0,0.16708961129188538
473,0.4866666666666667,-972.8669597362003,0,0.17152807116508484
474,0.4866666666666667,-982.3064040982472,0,0.1751939058303833
475,0.4866666666666667,-970.2750000000001,0,0.1717270016670227
476,0.4866666666666667,-961.6211925149827,0,0.16918355226516724
477,0.4866666666666667,-968.1064040982471,0,0.17172062397003174
478,0.4866666666666667,1044.2330402638,0,0.19851115345954895
479,0.4866666666666667,-959.8669597362002,0,0.16927307844161987
480,0.4866666666666667,1042.1288074850174,0,0.19903068244457245
481,0.4866666666666667,1044.4881235005646,0,0.20057687163352966
482,0.4866666666666667,-959.0118764994356,0,0.16873930394649506
483,0.4866666666666667,-961.55551789953,0,0.16939866542816162
484,0.4866666666666667,1042.7881235005643,0,0.1983628273010254
485,0.4866666666666667,-960.2055178995299,0,0.16888365149497986
486,0.4866666666666667,-960.20551789953,0,0.16881005465984344
487,0.4866666666666667,-972.7288074850175,0,0.17274567484855652
488,0.4866666666666667,-961.0288074850173,0,0.16846702992916107
